Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2315,04.11.2016,Rheinsberg,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2316,04.11.2016,Spremberg,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2317,04.11.2016,Klosterfelde,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2318,04.11.2016,Hennigsdorf bei Berlin,BB,Körperverletzung § 223 StGB,X
2319,04.11.2016,Müllrose,BB,Volksverhetzung § 130 StGB,X
2320,04.11.2016,"Schulzendorf bei Eichen­wade",BB,Beleidigung § 185 StGB,X
2321,04.11.2016,Hamburg,HH,Volksverhetzung § 130 StGB,X
2322,04.11.2016,Wesendorf,NI,Volksverhetzung § 130 StGB,X
2323,04.11.2016,Kiel,SH,Sachbeschädigung § 303 StGB,X
2324,04.11.2016,Limbach­Oberfrohna,SN,Nötigung § 240 StGB,X
2325,04.11.2016,Hoyerswerda,SN,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2326,05.11.2016,Berlin,BR,Versammlungsgesetz (VersG),
2327,05.11.2016,Berlin,BR,Versammlungsgesetz (VersG),X
2328,05.11.2016,Zwickau,SN,Volksverhetzung § 130 StGB,X
2329,06.11.2016,Schweinfurt,BY,Volksverhetzung § 130 StGB,X
2330,07.11.2016,Nürnberg,BY,Sachbeschädigung § 303 StGB,X
2331,07.11.2016,Eckernförde,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2332,07.11.2016,Pinneberg,SH,Volksverhetzung § 130 StGB,X
2333,07.11.2016,Bautzen,SN,Volksverhetzung § 130 StGB,X
2334,08.11.2016,Borken (Hessen),HE,"Widerstand gegen Vollstre­ckungsbeamte § 113 StGB",X
2335,09.11.2016,Kirchheim bei München,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2336,10.11.2016,Plauen,SN,Versammlungsgesetz (VersG),X
2337,10.11.2016,Görlitz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2338,11.11.2016,Dortmund,NW,Beleidigung § 185 StGB,X
2339,11.11.2016,Idar­Oberstein,RP,Beleidigung § 185 StGB,X
2340,12.11.2016,Templin,BB,Sachbeschädigung § 303 StGB,X
2341,12.11.2016,Prenzlau,BB,Sachbeschädigung § 303 StGB,X
2342,12.11.2016,Heidelberg,BW,Volksverhetzung § 130 StGB,X
2343,12.11.2016,Landshut,BY,Volksverhetzung § 130 StGB,X
2344,12.11.2016,Münster,NW,Volksverhetzung § 130 StGB,X
2345,12.11.2016,Reichenbach/Vogtland,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2346,13.11.2016,Weisenheim am Berg,RP,Beleidigung § 185 StGB,X
2347,14.11.2016,Roßlau/Elbe,ST,Totschlag § 212 StGB,X
2348,14.11.2016,Roßlau/Elbe,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2349,14.11.2016,Roßlau/Elbe,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2350,14.11.2016,Schöneiche bei Berlin,BB,Volksverhetzung § 130 StGB,
2351,14.11.2016,Calw,BW,Volksverhetzung § 130 StGB,X
2352,14.11.2016,Miltenberg,BY,Beleidigung § 185 StGB,X
2353,14.11.2016,Cadolzburg,BY,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2354,14.11.2016,Dortmund,NW,"Gefährliche Körperverletzung§ 224 StGB",X
2355,14.11.2016,Zwickau,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2356,14.11.2016,Pirna,SN,Sachbeschädigung § 303 StGB,X
2357,15.11.2016,Schwaigern,BW,Sachbeschädigung § 303 StGB,X
2358,15.11.2016,Schönberg,MV,Bedrohung § 241 StGB,X
2359,15.11.2016,Frankweiler,RP,Volksverhetzung § 130 StGB,X
2360,16.11.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2361,16.11.2016,Bad Kissingen,BY,Volksverhetzung § 130 StGB,X
2362,17.11.2016,Dietenhofen,BY,Volksverhetzung § 130 StGB,X
2363,17.11.2016,Lengede,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2364,17.11.2016,Hannoversch Münden,NI,Volksverhetzung § 130 StGB,X
2365,18.11.2016,Wilhelmshaven,NI,"Gefährliche Körperverletzung§ 224 StGB",
2366,18.11.2016,Kiel,SH,Sachbeschädigung § 303 StGB,X
2367,18.11.2016,Kahla,TH,Körperverletzung § 223 StGB,X
2368,19.11.2016,Berlin,BR,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2369,19.11.2016,Bad Kleinen,MV,Bedrohung § 241 StGB,X
2370,20.11.2016,Cham,BY,Volksverhetzung § 130 StGB,X
2371,20.11.2016,Newel,RP,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2372,21.11.2016,Hersbruck,BY,Volksverhetzung § 130 StGB,X
2373,21.11.2016,Bad Kleinen,MV,Körperverletzung § 223 StGB,X
2374,21.11.2016,Delmenhorst,NI,Beleidigung § 185 StGB,X
2375,21.11.2016,Schortens,NI,Beleidigung § 185 StGB,X
2376,21.11.2016,Krefeld,NW,Volksverhetzung § 130 StGB,X
2377,21.11.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2378,22.11.2016,Magdeburg,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2379,22.11.2016,Warmensteinach,BY,Volksverhetzung § 130 StGB,X
2380,22.11.2016,Südbrookmerland,NI,Volksverhetzung § 130 StGB,X
2381,22.11.2016,Kiel,SH,Volksverhetzung § 130 StGB,X
2382,23.11.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2383,23.11.2016,Hermsdorf,TH,"Gefährliche Körperverletzung§ 224 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2384,24.11.2016,Rheinsberg,BB,Bedrohung § 241 StGB,X
2385,24.11.2016,Kaufering,BY,Volksverhetzung § 130 StGB,X
2386,24.11.2016,Hamburg,HH,Volksverhetzung § 130 StGB,X
2387,24.11.2016,Dresden,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2388,25.11.2016,Perleberg,BB,Beleidigung § 185 StGB,X
2389,25.11.2016,Eislingen/Fils,BW,Sachbeschädigung § 303 StGB,X
2390,25.11.2016,Witten,NW,Volksverhetzung § 130 StGB,X
2391,25.11.2016,Elmshorn,SH,Volksverhetzung § 130 StGB,X
2392,26.11.2016,Sankt Michaelisdonn,SH,Sachbeschädigung § 303 StGB,X
2393,26.11.2016,Sankt Michaelisdonn,SH,Beleidigung § 185 StGB,X
2394,26.11.2016,Sankt Michaelisdonn,SH,Volksverhetzung § 130 StGB,X
2395,26.11.2016,Jena,TH,Volksverhetzung § 130 StGB,X
2396,27.11.2016,Dinslaken,NW,Beleidigung § 185 StGB,X
2397,28.11.2016,Cottbus,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2398,28.11.2016,Sankt Michaelisdonn,SH,Volksverhetzung § 130 StGB,X
2399,29.11.2016,Rheinsberg,BB,Körperverletzung § 223 StGB,X
2400,29.11.2016,Feldkirchen­Westerham,BY,Volksverhetzung § 130 StGB,X
2401,29.11.2016,Sittensen,NI,Volksverhetzung § 130 StGB,X
2402,29.11.2016,Kiel,SH,Nötigung § 240 StGB,X
2403,30.11.2016,Weißenfels,ST,Beleidigung § 185 StGB,
2404,01.12.2016,Ingolstadt,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2405,01.12.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
2406,02.12.2016,Eisleben,ST,Beleidigung § 185 StGB,X
2407,02.12.2016,Berlin,BR,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2408,02.12.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2409,02.12.2016,Hamburg,HH,Sachbeschädigung § 303 StGB,X
2410,02.12.2016,Leipzig,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2411,03.12.2016,Berlin,BR,Beleidigung § 185 StGB,X
2412,03.12.2016,Friedrichshafen,BW,"Verunglimpfung des AndenkensVerstorbener § 189 StGB",X
2413,03.12.2016,Kelkheim (Taunus),HE,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2414,03.12.2016,Sternberg,MV,Körperverletzung § 223 StGB,X
2415,04.12.2016,Berlin,BR,"Üble Nachrede und Verleum­dung gegen Personen des politi­schen Lebens § 188 StGB",X
2416,04.12.2016,Berlin,BR,"Üble Nachrede und Verleum­dung gegen Personen des politi­schen Lebens § 188 StGB",X
2417,04.12.2016,Rostock,MV,Körperverletzung § 223 StGB,X
2418,04.12.2016,Dresden,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2419,05.12.2016,Berlin,BR,Beleidigung § 185 StGB,X
2420,05.12.2016,Singen (Hohentwiel),BW,Volksverhetzung § 130 StGB,X
2421,05.12.2016,Georgensgmünd,BY,Beleidigung § 185 StGB,X
2422,05.12.2016,Georgensgmünd,BY,Beleidigung § 185 StGB,X
2423,05.12.2016,Kelkheim (Taunus),HE,Volksverhetzung § 130 StGB,X
2424,05.12.2016,Chemnitz,SN,Bedrohung § 241 StGB,X
2425,06.12.2016,Hohenmölsen,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2426,06.12.2016,Berlin,BR,Beleidigung § 185 StGB,X
2427,06.12.2016,Singen (Hohentwiel),BW,Volksverhetzung § 130 StGB,X
2428,06.12.2016,Verden (Aller),NI,Diebstahl § 242 StGB,X
2429,06.12.2016,Annaberg­Buchholz,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2430,07.12.2016,Fürstenwalde/Spree,BB,Volksverhetzung § 130 StGB,X
2431,07.12.2016,Bad Freienwalde,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2432,07.12.2016,"Bayerbach bei Ergolds­bach",BY,Bedrohung § 241 StGB,X
2433,08.12.2016,Dessau,ST,Sachbeschädigung § 303 StGB,X
2434,08.12.2016,Lychen,BB,Beleidigung § 185 StGB,X
2435,08.12.2016,Schwandorf,BY,Sachbeschädigung § 303 StGB,X
2436,08.12.2016,Hardegsen,NI,"Gefährliche Körperverletzung§ 224 StGB",X
2437,08.12.2016,Coppenbrügge,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2438,09.12.2016,Birkenwerder bei Berlin,BB,Brandstiftung § 306 StGB,X
2439,09.12.2016,Wilhelmsfeld,BW,Beleidigung § 185 StGB,X
2440,09.12.2016,Frankfurt am Main,HE,Bedrohung § 241 StGB,
2441,09.12.2016,Lohne (Oldenburg),NI,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2442,09.12.2016,Düsseldorf,NW,"Gefährliche Körperverletzung§ 224 StGB",X
2443,09.12.2016,Kellinghusen,SH,Körperverletzung § 223 StGB,X
2444,09.12.2016,Sankt Michaelisdonn,SH,Volksverhetzung § 130 StGB,X
2445,09.12.2016,Sankt Michaelisdonn,SH,Volksverhetzung § 130 StGB,X
2446,10.12.2016,Weißenfels,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2447,11.12.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
2448,11.12.2016,Tarmstedt,NI,Volksverhetzung § 130 StGB,X
2449,11.12.2016,Kiel,SH,Körperverletzung § 223 StGB,X
2450,11.12.2016,Sankt Michaelisdonn,SH,Sachbeschädigung § 303 StGB,X
2451,11.12.2016,Sömmerda,TH,"Gefährliche Körperverletzung§ 224 StGB",X
2452,12.12.2016,Bermatingen,BW,Volksverhetzung § 130 StGB,X
2453,12.12.2016,Kötzting,BY,Volksverhetzung § 130 StGB,X
2454,12.12.2016,Sankt Michaelisdonn,SH,Sachbeschädigung § 303 StGB,X
2455,12.12.2016,Annaberg­Buchholz,SN,Volksverhetzung § 130 StGB,X
2456,12.12.2016,Oschatz,SN,Beleidigung § 185 StGB,X
2457,12.12.2016,Dresden,SN,Volksverhetzung § 130 StGB,X
2458,12.12.2016,Bautzen,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2459,12.12.2016,Erfurt,TH,Beleidigung § 185 StGB,X
2460,12.12.2016,Erfurt,TH,Beleidigung § 185 StGB,X
2461,13.12.2016,Magdeburg,ST,Beleidigung § 185 StGB,X
2462,13.12.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
2463,13.12.2016,Berlin,BR,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2464,13.12.2016,Berlin,BR,Beleidigung § 185 StGB,X
2465,13.12.2016,München,BY,"Gefährliche Körperverletzung§ 224 StGB",X
2466,13.12.2016,Haltern,NW,Beleidigung § 185 StGB,X
2467,13.12.2016,Sankt Michaelisdonn,SH,Sachbeschädigung § 303 StGB,X
2468,13.12.2016,Sömmerda,TH,Verleumdung § 187 StGB,X
2469,13.12.2016,Greußen,TH,Volksverhetzung § 130 StGB,X
2470,13.12.2016,Erfurt,TH,Bedrohung § 241 StGB,X
2471,13.12.2016,Erfurt,TH,"Gefährliche Körperverletzung§ 224 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2472,14.12.2016,Neuruppin,BB,Nötigung § 240 StGB,X
2473,14.12.2016,Sömmerda,TH,Körperverletzung § 223 StGB,X
2474,15.12.2016,Pforzheim,BW,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
2475,16.12.2016,Halle/Saale,ST,Beleidigung § 185 StGB,X
2476,16.12.2016,Lauterbach,BW,Volksverhetzung § 130 StGB,X
2477,16.12.2016,München,BY,Sachbeschädigung § 303 StGB,X
2478,17.12.2016,Cottbus,BB,Raub § 249 StGB,X
2479,17.12.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
2480,17.12.2016,Altötting,BY,Körperverletzung § 223 StGB,X
2481,17.12.2016,Rostock,MV,Körperverletzung § 223 StGB,X
2482,17.12.2016,Sebnitz,SN,Körperverletzung § 223 StGB,X
2483,18.12.2016,Cottbus,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2484,18.12.2016,Senftenberg,BB,Beleidigung § 185 StGB,X
2485,18.12.2016,Zwickau,SN,"Gefährliche Körperverletzung§ 224 StGB",X
2486,19.12.2016,Kaufbeuren,BY,Beleidigung § 185 StGB,X
2487,19.12.2016,Kaufbeuren,BY,Volksverhetzung § 130 StGB,X
2488,19.12.2016,Ganderkesee,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2489,19.12.2016,Ganderkesee,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2490,19.12.2016,Bad Kreuznach,RP,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2491,20.12.2016,Rathenow,BB,Versammlungsgesetz (VersG),X
2492,20.12.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
2493,20.12.2016,Eisenhüttenstadt,BB,Volksverhetzung § 130 StGB,X
2494,20.12.2016,Berlin,BR,Beleidigung § 185 StGB,
2495,20.12.2016,Kernen im Remstal,BW,Volksverhetzung § 130 StGB,X
2496,20.12.2016,Mössingen,BW,Volksverhetzung § 130 StGB,X
2497,20.12.2016,Gundelsheim,BY,Bedrohung § 241 StGB,X
2498,20.12.2016,Lüchow,NI,Volksverhetzung § 130 StGB,X
2499,20.12.2016,Hildesheim,NI,Sachbeschädigung § 303 StGB,X
2500,20.12.2016,Sonneberg,TH,Volksverhetzung § 130 StGB,X
2501,21.12.2016,Welzow,BB,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2502,21.12.2016,Nürnberg,BY,Volksverhetzung § 130 StGB,X
2503,21.12.2016,Oldenburg (Oldenburg),NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2504,21.12.2016,Bielefeld,NW,Volksverhetzung § 130 StGB,X
2505,21.12.2016,Kiel,SH,Nötigung § 240 StGB,X
2506,21.12.2016,Leipzig,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2507,21.12.2016,Sehma,SN,Volksverhetzung § 130 StGB,X
2508,21.12.2016,Pirna,SN,Beleidigung § 185 StGB,X
2509,21.12.2016,Chemnitz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2510,21.12.2016,Unterwellenborn,TH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2511,22.12.2016,Magdeburg,ST,Beleidigung § 185 StGB,X
2512,22.12.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
2513,22.12.2016,Berlin,BR,Bedrohung § 241 StGB,X
2514,22.12.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
2515,22.12.2016,Sandhausen,BW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
2516,22.12.2016,Neustetten,BW,Volksverhetzung § 130 StGB,X
2517,22.12.2016,Vilshofen,BY,Volksverhetzung § 130 StGB,X
2518,22.12.2016,Poppenricht,BY,Beleidigung § 185 StGB,
2519,22.12.2016,Hainburg,HE,Volksverhetzung § 130 StGB,X
2520,22.12.2016,Oldenburg (Oldenburg),NI,Volksverhetzung § 130 StGB,X
2521,22.12.2016,Tostedt,NI,Volksverhetzung § 130 StGB,X
2522,22.12.2016,Norderstedt,SH,Sachbeschädigung § 303 StGB,X
2523,22.12.2016,Norderstedt,SH,Sachbeschädigung § 303 StGB,X
2524,23.12.2016,Neubrandenburg,MV,Körperverletzung § 223 StGB,X
2525,24.12.2016,Altötting,BY,Volksverhetzung § 130 StGB,X
2526,26.12.2016,Halle/Saale,ST,"Gefährliche Körperverletzung§ 224 StGB",X
2527,26.12.2016,Hohenfels,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2528,26.12.2016,Rhauderfehn,NI,Volksverhetzung § 130 StGB,X
2529,27.12.2016,Berlin,BR,Sachbeschädigung § 303 StGB,
2530,27.12.2016,Krün,BY,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
2531,27.12.2016,Erlangen,BY,Sachbeschädigung § 303 StGB,X
2532,27.12.2016,Lüneburg,NI,Volksverhetzung § 130 StGB,X
2533,28.12.2016,Verden (Aller),NI,Sachbeschädigung § 303 StGB,X
2534,29.12.2016,Prenzlau,BB,"Gefährliche Körperverletzung§ 224 StGB",X
2535,29.12.2016,Senftenberg,BB,Körperverletzung § 223 StGB,X
2536,29.12.2016,Bernau bei Berlin,BB,Volksverhetzung § 130 StGB,X
2537,29.12.2016,Barth,MV,Bedrohung § 241 StGB,X
2538,29.12.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
2539,30.12.2016,Oschersleben/Bode,ST,Körperverletzung § 223 StGB,X
2540,30.12.2016,Kiel,SH,Nötigung § 240 StGB,X
2541,30.12.2016,Eisenach,TH,Beleidigung § 185 StGB,X
2542,31.12.2016,Altdorf bei Nürnberg,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
2543,31.12.2016,Kiel,SH,Nötigung § 240 StGB,X
2544,31.12.2016,Mildstedt,SH,Volksverhetzung § 130 StGB,X
2545,31.12.2016,Hartmannsdorf,SN,"Gefährliche Körperverletzung§ 224 StGB",X
